euid,leid,coords,address,elementary_school,middle_school,senior_school,ward
7670ec9d5c,266449173.0,"(38.96594, -77.02351, 0.0)",726 Sheridan Street NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
db60d63024,586835381.0,"(38.95482, -77.03605, 0.0)",5331 16th Street NW Washington DC 20005,West Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
805b50eee8,564292277.0,"(38.9455, -77.01783, 0.0)",4500 New Hampshire Avenue NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
28c1cc3e06,514989245.0,"(38.95081, -77.02044, 0.0)",606 Farragut Street NW Washington DC 20011,Truesdell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
5a68accea5,581819001.0,"(38.95287, -77.00748, 0.0)",100 Gallatin Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 5 
dc7cfb897a,522365741.0,"(38.90208, -76.98391, 0.0)",1221 Holbrook Street NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
206083cf36,563764349.0,"(38.97988, -77.031, 0.0)",3103 Sports Avenue Washington DC 20012,Shepherd Elementary,Deal Middle School,Wilson Senior High,Ward 4 
1259934dc9,290858629.0,"(38.92296, -76.95286, 0.0)",3707 Hansberry Court NE Washington DC 20018,Langdon Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
5d2c5908d2,585812341.0,"(38.91831, -77.0107, 0.0)",55 V Street NW Washington DC 20001,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
efd166ac07,275354009.0,"(38.90208, -76.98391, 0.0)",1221 Holbrook Street NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
2fe042a0e1,564292489.0,"(38.91796, -77.01328, 0.0)",134 V Street NW Washington DC 20001,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
f242c796fa,527097489.0,"(38.89254, -76.98101, 0.0)",216 17th Street NE Washington DC 20002,Maury Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
46cd00c78e,584490953.0,"(38.90289, -77.03788, 0.0)",1629 K Street NW Washington DC 20006,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
2b32c0e1bd,558875485.0,"(38.89303, -76.97643, 0.0)",1919 C Street NE Washington DC 20002,Maury Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
930e30f472,564292405.0,"(38.89654, -76.98601, 0.0)",1375 Emerald Street NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
f03188bb04,372903677.0,"(38.87913, -76.98763, 0.0)",1321 Potomac Avenue SE Washington DC 20003,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
8f01cf34a2,558875309.0,"(38.90428, -76.99595, 0.0)",1117 7th Street NE Washington DC 20002,"Wilson, J.O. Elementary",Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
2727a687f5,558515261.0,"(38.88822, -76.98523, 0.0)",112 14th Street SE Washington DC 20003,Payne Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
bbde5838c4,557745385.0,"(38.88088, -77.01493, 0.0)",704 3rd Street SW Washington DC 20024,Amidon-Bowen Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
b80917819f,583201593.0,"(38.85831, -76.96563, 0.0)",2617 29th Street SE Washington DC 20020,Stanton Elementary,Kramer Middle School,Anacostia Senior High,Ward 7 
d1aaf37d69,260315025.0,"(38.86331, -76.95882, 0.0)",2142 Branch Avenue SE Washington DC 20020,Beers Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
187b2a5d5a,564292145.0,"(38.87527, -76.96502, 0.0)",1205 30th Street SE Washington DC 20019,Randle Highlands Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
a5293a67e6,291962301.0,"(38.89659, -76.97136, 0.0)",521 25th Place NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 7 
4b5cd46ac0,564292337.0,"(38.90285, -77.01572, 0.0)",307 K Street NW Washington DC 20001,Walker-Jones Elementary,Walker-Jones Middle School,Dunbar Senior High,Ward 6 
eca8b904cd,587252785.0,"(38.90485, -76.99476, 0.0)",800 Florida Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
2ec4e04085,587252797.0,"(38.90395, -76.99564, 0.0)",714 L Street NE Washington DC 20002,"Wilson, J.O. Elementary",Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
ee92112846,587252817.0,"(38.90041, -76.9767, 0.0)",1824 H Street NE Washington DC 20002,Browne Elementary,Browne Middle School,Eastern Senior High,Ward 5 
46ff62ee3e,587252849.0,"(38.90757, -77.03274, 0.0)",1417 N Street NW Washington DC 20005,Ross Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
efc5a42bbe,587252837.0,"(38.90757, -77.03274, 0.0)",1417 N Street NW Washington DC 20005,Ross Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
fa18aaf63b,587252861.0,"(38.95961, -77.02203, 0.0)",619 Missouri Avenue NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
dc3d7222eb,587252873.0,"(38.98479, -77.03594, 0.0)",7733 16th Street NW Washington DC 20012,Shepherd Elementary,Deal Middle School,Wilson Senior High,Ward 4 
cbf895f0a3,587252897.0,"(38.97205, -77.02339, 0.0)",6729 Piney Branch NW Washington DC 20012,Takoma Elementary,New North Middle School,Coolidge Senior High,Ward 4 
2ef7b32473,587252973.0,"(38.88929, -76.99519, 0.0)",11 8th Street SE Washington DC 20003,Brent Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
d5f327f2c0,581753449.0,"(38.91428, -77.0185, 0.0)",441 S Street NW Washington DC 20001,Cleveland Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
49ab306d22,587253029.0,"(38.92619, -77.0332, 0.0)",1420 Harvard Street Washington DC 20009,"Cooke, H.D Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
c8af6d7e5a,587253041.0,"(38.93197, -77.05555, 0.0)",3133 Connecticut Avenue NW Washington DC 20008,Eaton Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
0e6f30bc59,587253049.0,"(38.9249, -77.03998, 0.0)",1717 Columbia Road Washington DC 20009,"Cooke, H.D Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
65775bfc5f,587253057.0,"(38.93619, -77.03422, 0.0)",1445 Parkwood Place NW Washington DC 20010,Raymond Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 1 
d30f0b1f0d,587253069.0,"(38.97692, -77.02118, 0.0)",7208 Blair Road NW Washington DC 20012,Takoma Elementary,New North Middle School,Coolidge Senior High,Ward 4 
ac6c3e6194,587253077.0,"(38.91762, -77.0419, 0.0)",2038 18th Street NW Washington DC 20009,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 1 
015bda5be8,587253093.0,"(38.88111, -76.94031, 0.0)",624 Chaplin Street SE Washington DC 20019,Plummer Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
d0a89bd28a,587253113.0,"(38.91221, -76.9843, 0.0)",1933 Capitol Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
f5e3817cc1,587253121.0,"(38.94811, -77.09739, 0.0)",4911 Albemarle Street NW Washington DC 20016,Janney Elementary,Deal Middle School,Wilson Senior High,Ward 3 
50c0618ca7,587253133.0,"(38.95128, -76.9866, 0.0)",5041 13th Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
c744edbb93,587253141.0,"(38.95419, -77.0118, 0.0)",5226 1st Street NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
744ddb5ea7,587253153.0,"(38.91598, -77.05016, 0.0)",2231 California Street NW Washington DC 20008,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
bb7a5a1b10,587253181.0,"(38.921, -77.03981, 0.0)",2333 Ontario Road NW Washington DC 20009,"Reed, Marie Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
e6b1c4dca0,587253193.0,"(38.88301, -76.93549, 0.0)",515 46th Street SE Washington DC 20019,Plummer Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
b2e372c0a5,587253201.0,"(38.85831, -76.96563, 0.0)",2617 29th Street SE Washington DC 20020,Stanton Elementary,Kramer Middle School,Anacostia Senior High,Ward 7 
61c5d442aa,515574085.0,"(38.93635, -76.96631, 0.0)",2872 Perry Street NE Washington DC 20018,Burroughs Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
895db494a4,587253217.0,"(38.8679, -76.94184, 0.0)",4228 Southern Avenue SE Washington DC 20019,Beers Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
fc980a4302,587253229.0,"(38.91525, -77.03774, 0.0)",1833 New Hampshire Avenue NW Washington DC 20009,"Reed, Marie Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 2 
e82e74205a,587253253.0,"(38.897, -77.0458, 0.0)",2020 F Street NW Washington DC 20006,School Without Walls @ Francis-Stevens Elementary,School Without Walls @ Francis-Stevens Middle School,Cardozo Senior High,Ward 2 
87de9dc172,587253265.0,"(38.85739, -76.96907, 0.0)",2515 Alabama Avenue SE Washington DC 20020,Stanton Elementary,Kramer Middle School,Anacostia Senior High,Ward 8 
9d8f83bd4a,587253281.0,"(38.89682, -76.9812, 0.0)",1634 F Street NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
7f57c0b3c6,587252537.0,"(38.93206, -76.99704, 0.0)",625 Monroe Street NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
863747d133,587253353.0,"(38.9327567, -76.9975349, 0.0)",620 Michigan Avenue NE Washington DC 20064,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
893cadeb5c,587253377.0,"(38.87413, -76.97275, 0.0)",2323 Pennsylvania Avenue SE Washington DC 20020,Orr Elementary,Kramer Middle School,Anacostia Senior High,Ward 7 
887680cbf3,587253493.0,"(38.90609, -76.98862, 0.0)",1145 Owen Place NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
79a350c320,587253517.0,"(38.91914, -77.04553, 0.0)",1910 Kalorama Road Washington DC 20009,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 1 
1060a147c0,587253581.0,"(38.87959, -76.94245, 0.0)",732 Burns Street SE Washington DC 20019,Plummer Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
9abaf1a75d,587253593.0,"(38.84411, -76.97459, 0.0)",2010 Mississippi Avenue SE Washington DC 20020,Turner Elementary,Johnson Middle School,Ballou Senior High,Ward 8 
f7932a3373,587253625.0,"(38.93128, -77.07325, 0.0)",3130 Wisconsin Avenue NW Washington DC 20016,Eaton Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
485f86fa16,581753417.0,"(38.91293, -77.0262, 0.0)",1706 10th Street NW Washington DC 20001,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
98ff917a37,587253661.0,"(38.90585, -77.00846, 0.0)",2 M Street NE Washington DC 20002,Walker-Jones Elementary,Walker-Jones Middle School,Dunbar Senior High,Ward 6 
9ace021d07,587253681.0,"(38.97629, -77.0191, 0.0)",7053 Spring Place NW Washington DC 20012,Takoma Elementary,New North Middle School,Coolidge Senior High,Ward 4 
4f8a6f0f0d,587253689.0,"(38.90429, -76.97555, 0.0)",2014 Maryland Avenue NE Washington DC 20002,Browne Elementary,Browne Middle School,Eastern Senior High,Ward 5 
d19c9cf724,587253701.0,"(38.92068, -77.03165, 0.0)",2303 14th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
7465bd938d,587253713.0,"(38.95579, -77.01528, 0.0)",5405 Kansas Avenue NW Washington DC 20011,Barnard Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
69703618df,587253725.0,"(38.90457, -76.9972, 0.0)",640 Morton Place NE Washington DC 20002,"Wilson, J.O. Elementary",Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
52c591235a,587253813.0,"(38.92819, -77.06043, 0.0)",3000 Cathedral Avenue Washington DC 20008,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 3 
fd72d35b52,587253849.0,"(38.87187, -76.96389, 0.0)",3006 Q Street SE Washington DC 20020,Randle Highlands Elementary,Sousa Middle School,Anacostia Senior High,Ward 7 
cd77d25075,587253861.0,"(38.87897, -76.98495, 0.0)",1413 Ives Place SE Washington DC 20003,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
a6b131eb17,587253869.0,"(38.94438, -77.07999, 0.0)",4233 Nebraska Avenue NW Washington DC 20016,Janney Elementary,Deal Middle School,Wilson Senior High,Ward 3 
5a39c0b9bf,587253885.0,"(38.95297, -76.99899, 0.0)",400 Galloway Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 5 
335055fc5c,587253929.0,"(38.84275, -76.99542, 0.0)",3211 8th Street SE Washington DC 20032,"King, Martin Luther Elementary",Hart Middle School,Ballou Senior High,Ward 8 
8d92a045bd,587253941.0,"(38.88606, -76.98568, 0.0)",253 14th Street SE Washington DC 20003,Payne Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
84548e8fce,587253953.0,"(38.89531, -77.01599, 0.0)",441 4th Street Washington DC 20001,Walker-Jones Elementary,Walker-Jones Middle School,Dunbar Senior High,Ward 2 
c13da9a642,587253961.0,"(38.90378, -76.9314, 0.0)",1021 49th Street NE Washington DC 20019,Houston Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
2d0abd1885,587254029.0,"(38.93169, -77.07318, 0.0)",3140 Wisconsin Avenue NW Washington DC 20016,Eaton Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
d83561fa6f,587254081.0,"(38.92179, -77.00873, 0.0)",2413 Capital Street NE Washington DC 20002,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
e13a610e98,587254109.0,"(38.90485, -76.99476, 0.0)",800 Florida Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
edb35344ce,587254117.0,"(38.90985, -77.0238, 0.0)",1503 9th Street Washington DC 20001,Seaton Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
53b13d75a2,587254185.0,"(38.90114, -76.99306, 0.0)",919 I Street NE Washington DC 20002,"Wilson, J.O. Elementary",Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
0599731d29,275165085.0,"(38.84383, -76.98195, 0.0)",1021 Cook Drive SE Washington DC 20032,Malcolm X Elementary,Johnson Middle School,Ballou Senior High,Ward 8 
5b54b82c5f,555195761.0,"(38.92621, -77.00872, 0.0)",2909 Capitol Street NE Washington DC 20002,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
f73c8aeeb0,587254205.0,"(38.89531, -77.01599, 0.0)",441 4th Street NW Washington DC 20001,Walker-Jones Elementary,Walker-Jones Middle School,Dunbar Senior High,Ward 2 
20c1f40578,234070901.0,"(38.81684, -76.79071, 0.0)",5216 Derby Manor Lane Washington DC 20772,,,,
696952f675,513167585.0,"(38.89067, -76.9421, 0.0)",4210 Capitol Street NE Washington DC 20019,Smothers Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
a5dfe90a1b,515574093.0,"(38.83035, -76.99317, 0.0)",839 Barnaby Street SE Washington DC 20032,Hendley Elementary,Hart Middle School,Ballou Senior High,Ward 8 
4eba339295,587254261.0,"(38.96104, -77.00007, 0.0)",527 Oglethorpe Street NE Washington DC 20011,Lasalle-Backus Elementary,New North Middle School,Coolidge Senior High,Ward 4 
2dd9dc56b9,587254277.0,"(38.91707, -77.00244, 0.0)",1952 3rd Street NE Washington DC 20002,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
f1896c4879,587254293.0,"(38.92907, -76.99913, 0.0)",518 Regent Place NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
50168f1168,587254305.0,"(38.97546, -77.01491, 0.0)",6980 Maple Street NW Washington DC 20012,Takoma Elementary,New North Middle School,Coolidge Senior High,Ward 4 
6defe5e202,587254313.0,"(38.91932, -77.03356, 0.0)",1439 W Street NW Washington DC 20009,"Reed, Marie Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
34bd434b05,587254325.0,"(38.96544, -77.07624, 0.0)",5614 Connecticut Avenue NW Washington DC 20015,Lafayette Elementary,Deal Middle School,Wilson Senior High,Ward 3 
c9a7c00c06,587254357.0,"(38.9524, -77.06876, 0.0)",3511 Davenport Street NW Washington DC 20008,Murch Elementary,Deal Middle School,Wilson Senior High,Ward 3 
e65b087513,587254369.0,"(38.95192, -77.08351, 0.0)",4200 Davenport Street NW Washington DC 20016,Janney Elementary,Deal Middle School,Wilson Senior High,Ward 3 
d23cb182e4,587254389.0,"(38.91277, -77.02937, 0.0)",1701 13th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
378d364a27,587254405.0,"(38.92377, -77.04176, 0.0)",1763 Columbia Road NW Washington DC 20009,"Cooke, H.D Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
cf8aaf6d59,587254413.0,"(39.06716, -77.09598, 0.0)",4707 Mercury Drive Washington DC 20853,,,,
d7de02b757,587254421.0,"(38.92349, -77.02679, 0.0)",2535 11st Street NW Washington DC 20001,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
21e9bbbaa1,587255077.0,"(38.93893, -76.97397, 0.0)",4017 22nd Street NE Washington DC 20018,Burroughs Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
8e97ec6fd0,587254985.0,"(38.85766, -77.11744, 0.0)",805 Florida Street Washington DC 22204,,,,
65387e4450,587255097.0,"(38.92232, -76.95804, 0.0)",3282 Robert Clifton Weaver Way NE Washington DC 20018,Langdon Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
e01d055eb6,587255085.0,"(38.95259, -77.01965, 0.0)",Washington DC 20011,Truesdell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
5132199e2e,587254441.0,"(38.95024, -77.06754, 0.0)",4600 Connecticut Avenue NW Washington DC 20008,Murch Elementary,Deal Middle School,Wilson Senior High,Ward 3 
5c3f0107e5,587254445.0,"(38.95994, -77.01735, 0.0)",5730 3rd Place NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
031be088ce,587255129.0,"(38.90757, -77.03274, 0.0)",1417 N Street NW Washington DC 20005,Ross Elementary,Shaw Middle School,Cardozo Senior High,Ward 2 
ddea3fa412,587254453.0,"(38.92921, -76.99557, 0.0)",709 Jackson Street NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
10b9d608d6,587254461.0,"(38.95814, -77.08001, 0.0)",3924 Ingomar Street NW Washington DC 20015,Murch Elementary,Deal Middle School,Wilson Senior High,Ward 3 
c451284407,587254481.0,"(38.93674, -77.08316, 0.0)",4301 Massachusetts Avenue NW Washington DC 20016,Mann Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
e8f5b1e744,587254497.0,"(38.89501, -76.98025, 0.0)",1710 D Street NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
2e4e60e122,587254509.0,"(38.94492, -77.00433, 0.0)",4500 Fort Totten Drive NE Washington DC 20011,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
330bddd7ee,233976381.0,"(38.8742, -77.01545, 0.0)",1301 Delaware Avenue SW Washington DC 20024,Amidon-Bowen Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
7d9d273da4,587254533.0,"(38.94373, -77.06125, 0.0)",3003 Van Ness Street NW Washington DC 20008,Hearst Elementary,Deal Middle School,Wilson Senior High,Ward 3 
1106b96430,587254537.0,"(38.9821, -77.03194, 0.0)",1344 Iris Street NE Washington DC 20012,Shepherd Elementary,Deal Middle School,Wilson Senior High,Ward 4 
542a5a56b5,587254561.0,"(38.90203, -76.93536, 0.0)",913 47th Street NE Washington DC 20019,Houston Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
c5ff4167bf,515573337.0,"(38.93206, -76.99704, 0.0)",625 Monroe Street NE Washington DC 20017,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
a83ccaad1d,587254545.0,"(38.97172, -77.03417, 0.0)",1411 Whittier Place NW Washington DC 20012,Takoma Elementary,New North Middle School,Coolidge Senior High,Ward 4 
437af69f20,587254589.0,"(38.87413, -76.97275, 0.0)",2323 Pennsylvania Avenue SE Washington DC 20020,Orr Elementary,Kramer Middle School,Anacostia Senior High,Ward 7 
b73c1e20c6,587254593.0,"(38.91511, -77.02368, 0.0)",1841 9th Street NW Washington DC 20001,Cleveland Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
1d32cfce01,587255089.0,"(38.92499, -77.06412, 0.0)",2712 32nd Street NW Washington DC 20008,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 3 
eb657cf0cc,587254625.0,"(38.96713, -77.02478, 0.0)",806 Tuckerman Street NW Washington DC 20011,Whittier Elementary,New North Middle School,Coolidge Senior High,Ward 4 
aa63e5e543,587254657.0,"(38.93567, -76.97571, 0.0)",3717 Dakota Avenue NE Washington DC 20018,Burroughs Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
eccaabeb14,587254661.0,"(38.88432, -77.00449, 0.0)",144 Carolina Avenue SE Washington DC 20003,Brent Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
57b99b9517,587254677.0,"(38.92427, -76.98909, 0.0)",1235 Evarts Street NE Washington DC 20018,Noyes Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
993c2d16f3,558875629.0,"(38.94986, -76.99532, 0.0)",731 Emerson Street NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
3a2ec1bf5d,587254685.0,"(38.89499, -76.98671, 0.0)",1342 D Street NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
15bcb10d52,587252825.0,"(38.91896, -77.04184, 0.0)",2202 18th Street NW Washington DC 20009,Oyster-Adams Elementary,Oyster-Adams Middle School,Wilson Senior High,Ward 1 
972c6e7bdf,587254709.0,"(38.9315, -77.07878, 0.0)",4000 Massachusetts Avenue NW Washington DC 20016,Eaton Elementary,Hardy Middle School,Wilson Senior High,Ward 3 
bc74998ac6,587254737.0,"(38.89593, -76.94894, 0.0)",4020 Minnesota Avenue NE Washington DC 20019,Smothers Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
91580f7c38,587254761.0,"(38.91954, -77.02784, 0.0)",2201 12th Street NW Washington DC 20009,Garrison Elementary,Shaw Middle School,Cardozo Senior High,Ward 1 
89547e361f,587254769.0,"(38.90618, -77.00561, 0.0)",1215 First Street NE Washington DC 20002,Walker-Jones Elementary,Walker-Jones Middle School,Dunbar Senior High,Ward 6 
4ef3fb9a93,587254789.0,"(38.82804, -77.00996, 0.0)",95 Danbury Street SW Washington DC 20013,Leckie Elementary,Hart Middle School,Ballou Senior High,Ward 8 
7a58b96906,587254797.0,"(38.90483, -77.06667, 0.0)",3315 Cadys Alley NW Washington DC 22311,Hyde-Addison Elementary,Hardy Middle School,Wilson Senior High,Ward 2 
995e4182bc,587252741.0,"(38.89008, -76.94366, 0.0)",4126 Capitol Street NE Washington DC 20019,Smothers Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
344e78905e,587252749.0,"(38.87721, -77.00554, 0.0)",1100 1st Street SE Washington DC 20003,Van Ness Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
c94e877773,587252801.0,"(38.89688, -76.97372, 0.0)",528 23rd Place NE Washington DC 20002,Miner Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 7 
0e47507dfe,587252813.0,"(38.91468, -77.00155, 0.0)",303 Seaton Place Washington DC 20002,Langley Elementary,McKinley Middle School,Dunbar Senior High,Ward 5 
dc1714134d,587252833.0,"(38.86563, -77.08011, 0.0)",2001 Columbia Pike Washington DC 22204,,,,
3399f7f278,587253465.0,"(38.89997, -76.99911, 0.0)",501 H Street NE Washington DC 20002,Ludlow-Taylor Elementary,Stuart-Hobson Middle School,Eastern Senior High,Ward 6 
175ebe60b6,587254629.0,"(38.88168, -77.01681, 0.0)",301 G Street SW Washington DC 20024,Amidon-Bowen Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
fae0793bab,581753433.0,"(38.91039, -77.02223, 0.0)",1550 7th Street NW Washington DC 20001,Seaton Elementary,Shaw Middle School,Cardozo Senior High,Ward 6 
a874925c64,587252909.0,"(38.90485, -76.99476, 0.0)",800 Florida Avenue NE Washington DC 20002,Wheatley Elementary,Wheatley Middle School,Dunbar Senior High,Ward 5 
e0231ca669,581753505.0,"(38.90982, -76.93213, 0.0)",4920 Minnesota Avenue NE Washington DC 20019,Houston Elementary,Kelly Miller Middle School,Woodson Senior High,Ward 7 
c60816575e,587253097.0,"(38.85678, -76.98629, 0.0)",2347 Pomeroy Road Washington DC 20020,Moten Elementary,Kramer Middle School,Anacostia Senior High,Ward 8 
0811741d87,587253737.0,"(38.88484, -77.00034, 0.0)",326 4th Street SE Washington DC 20003,Brent Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
eb8528d7e1,587254249.0,"(38.93915, -77.02938, 0.0)",3913 13th Street NW Washington DC 20011,Powell Elementary,MacFarland Middle School,Roosevelt Senior High,Ward 4 
6606bc4ee6,587253649.0,"(38.88632, -76.988, 0.0)",1304 Carolina Avenue SE Washington DC 20003,Payne Elementary,Eliot-Hine Middle School,Eastern Senior High,Ward 6 
4ad155d7f4,587254145.0,"(38.93303, -77.02575, 0.0)",749 Park Road NW Washington DC 20010,Tubman Elementary,Columbia Heights Middle School,Cardozo Senior High,Ward 1 
707f4daf42,581753349.0,"(38.86776, -76.98428, 0.0)",1414 T Street SE Washington DC 20020,Ketcham Elementary,Kramer Middle School,Anacostia Senior High,Ward 8 
7e655b5245,581753605.0,"(38.88217, -76.99242, 0.0)",510 10th Street SE Washington DC 20003,Tyler Elementary,Jefferson Middle School,Eastern Senior High,Ward 6 
67ba1d3f57,581753489.0,"(38.92118, -77.03691, 0.0)",2400 16th Street NW Washington DC 20009,"Reed, Marie Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
7e01eab3b1,587254585.0,"(38.85771, -76.98796, 0.0)",2607 Douglas Road Washington DC 20020,Moten Elementary,Kramer Middle School,Anacostia Senior High,Ward 8 
86a46f3926,587253009.0,"(38.93772, -77.00094, 0.0)",3885 Harewood Road NE Washington DC 20017,Brookland @ Bunker Hill Elementary,Brookland Middle School,Dunbar Senior High,Ward 5 
2931c3a219,587253297.0,"(38.90078, -77.01694, 0.0)",425 Massachusetts Avenue NW Washington DC 20001,Walker-Jones Elementary,Walker-Jones Middle School,Dunbar Senior High,Ward 6 
ad5d270c8d,587254085.0,"(38.92845, -77.03461, 0.0)",1450 Irving Street NW Washington DC 20010,"Cooke, H.D Elementary",Columbia Heights Middle School,Cardozo Senior High,Ward 1 
